Stock_type,Title,Mileage,Price,Price_drop,car_battery,Dealer_Name,Location
Used,2021 Tesla Model 3 Standard Range Plus,"86,851 mi.","$17,489",,EV Battery Rating | Excellent,SJL Motors of Miami,"Plantation, FL"
Used,2022 Tesla Model 3 Standard Range,"66,185 mi.","$19,249",,EV Battery Rating | Excellent,SJL Motors of Miami,"Plantation, FL"
Used,2022 Tesla Model S,"3,241 mi.","$65,470",,EV Battery Rating | Excellent,Stevenson-Hendrick Honda Wilmington,"Wilmington, NC"
Used,2022 Tesla Model 3 Long Range,"51,964 mi.","$25,831",,EV Battery Rating | Excellent,Hertz Car Sales Cincinnati,"Loveland, OH"
Used,2017 Tesla Model X 100D,"70,940 mi.","$32,891",$600 price drop,EV Battery Rating | Excellent,Midwest Motors,"Indianapolis, IN"
Used,2022 Tesla Model 3 Base,"28,237 mi.","$26,478",$615 price drop,EV Battery Rating | Excellent,Hertz Car Sales Torrance,"Torrance, CA"
Used,2023 Tesla Model 3 Base,"20,298 mi.","$27,297",,EV Battery Rating | Excellent,Hertz Car Sales Las Vegas,"Las Vegas, NV"
Used,2022 Tesla Model 3 Long Range,"41,485 mi.","$28,249",$641 price drop,EV Battery Rating | Excellent,Hertz Car Sales Tampa,"Tampa, FL"
Used,2023 Tesla Model 3 Base,"19,964 mi.","$27,332",,EV Battery Rating | Excellent,Hertz Car Sales Las Vegas,"Las Vegas, NV"
Used,2022 Tesla Model 3 Base,"82,094 mi.","$22,335",,EV Battery Rating | Excellent,Hertz Car Sales Santa Clara,"Santa Clara, CA"
Used,2022 Tesla Model 3 Base,"27,880 mi.","$25,677",,EV Battery Rating | Excellent,Hertz Car Sales Smithtown,"Smithtown, NY"
Used,2022 Tesla Model 3 Base,"18,548 mi.","$26,337",,EV Battery Rating | Excellent,Hertz Car Sales Richmond,"Richmond, VA"
Used,2022 Tesla Model 3 Base,"26,319 mi.","$25,641",,EV Battery Rating | Excellent,Hertz Car Sales Richmond,"Richmond, VA"
Used,2021 Tesla Model 3 Standard Range Plus,"76,380 mi.","$24,999",,,Legend Auto Sales Inc,"Burien, WA"
Used,2022 Tesla Model 3 Standard Range,"71,535 mi.","$24,992",,,Legend Auto Sales Inc,"Burien, WA"
Used,2022 Tesla Model 3 Base,"31,291 mi.","$25,983",,EV Battery Rating | Excellent,Hertz Car Sales Stone Mountain,"Stone Mountain, GA"
Used,2023 Tesla Model 3 Base,"11,558 mi.","$27,808",,EV Battery Rating | Excellent,Hertz Car Sales Mesquite,"Dallas, TX"
Used,2022 Tesla Model 3 Long Range,"46,672 mi.","$28,404",,EV Battery Rating | Excellent,Hertz Car Sales Mesquite,"Dallas, TX"
Used,2020 Tesla Model 3 Standard Range Plus,"55,276 mi.","$24,995",,,Brown & Brown Wholesale,"Mesa, AZ"
Used,2023 Tesla Model 3 Base,"10,198 mi.","$33,500","$1,025 price drop",EV Battery Rating | Excellent,Subaru of Kings Automall,"Cincinnati, OH"
Used,2023 Tesla Model 3 Base,"20,444 mi.","$27,283",,EV Battery Rating | Excellent,Hertz Car Sales Norwalk,"Norwalk, CA"
Used,2022 Tesla Model 3 Base,"25,307 mi.","$27,740",,EV Battery Rating | Excellent,Hertz Car Sales Des Plaines,"Des Plaines, IL"
Used,2023 Tesla Model 3 Base,"20,154 mi.","$27,312",,EV Battery Rating | Excellent,Hertz Car Sales Norwalk,"Norwalk, CA"
Used,2023 Tesla Model 3 Base,"20,574 mi.","$27,269",,EV Battery Rating | Excellent,Hertz Car Sales Torrance,"Torrance, CA"
Used,2016 Tesla Model S 90D,"53,260 mi.","$26,888",,EV Battery Rating | Excellent,STG Auto Group of Bellflower,"Bellflower, CA"
Used,2018 Tesla Model 3 Performance,"38,060 mi.","$29,288",,EV Battery Rating | Excellent,STG Auto Group of Bellflower,"Bellflower, CA"
Used,2018 Tesla Model 3,"30,916 mi.","$25,000","$1,500 price drop",EV Battery Rating | Excellent,Waldorf Ford,"Waldorf, MD"
Used,2024 Tesla Cybertruck FOUNDATION,83 mi.,"$229,999",,,Montrose Westside Auto Campus,"Cleveland, OH"
Used,2021 Tesla Model 3 Long Range,"32,880 mi.","$29,600",,,CarShop Cranberry,"Cranberry Twp, PA"
Used,2022 Tesla Model 3 Long Range,"105,352 mi.","$19,995",,EV Battery Rating | Excellent,Don Jackson CDJR North,"Cumming, GA"
Used,2015 Tesla Model S P85D,"53,604 mi.","$27,877",,EV Battery Rating | Excellent,"Mt. Moriah Auto Sales, Inc.","Memphis, TN"
Used,2014 Tesla Model S Base,"70,216 mi.","$19,988",,EV Battery Rating | Excellent,Auto House Tempe,"Tempe, AZ"
Used,2023 Tesla Model 3 Base,"29,150 mi.","$25,538",$684 price drop,EV Battery Rating | Excellent,Hertz Car Sales Tampa,"Tampa, FL"
Used,2019 Tesla Model X 75D,"56,481 mi.",Not Priced,,,Toyota of Cedar Park,"Cedar Park, TX"
Used,2021 Tesla Model X Long Range,"43,861 mi.","$51,888",,,Cavallino Rosso St Louis,"Maplewood, MO"
Used,2017 Tesla Model S 90D,"57,137 mi.","$27,995",,EV Battery Rating | Excellent,Gerald Jones VW/Audi,"Martinez, GA"
Used,2022 Tesla Model 3 Performance,"22,444 mi.","$39,500",,EV Battery Rating | Excellent,Mullinax Ford of Central Florida,"Apopka, FL"
Used,2018 Tesla Model S P100D,"43,104 mi.","$39,995",,,J & S Autohaus,"Ewing, NJ"
Used,2022 Tesla Model 3 Long Range,"39,030 mi.","$28,578",,EV Battery Rating | Excellent,Hertz Car Sales Houston,"Houston, TX"
Used,2023 Tesla Model 3 Base,"31,154 mi.","$26,208",,EV Battery Rating | Excellent,Hertz Car Sales Stockton,"Stockton, CA"
Used,2016 Tesla Model X 75D,"70,567 mi.","$33,000","$1,600 price drop",EV Battery Rating | Excellent,Glendale Nissan,"Glendale, CA"
Used,2021 Tesla Model 3 Standard Range Plus,"14,968 mi.","$27,788",,EV Battery Rating | Excellent,Big Star Hyundai,"Friendswood, TX"
Used,2022 Tesla Model 3 Long Range,"99,489 mi.","$20,340",$430 price drop,EV Battery Rating | Excellent,Hertz Car Sales Riverside,"Riverside, CA"
,Used 2020 Tesla Model 3 Long Range,"66,200 mi.","$27,800",,EV Battery Rating | Excellent,Mercedes-Benz of Fresno,"Fresno, CA"
,Used 2022 Tesla Model 3 Long Range,"51,964 mi.","$25,831",,EV Battery Rating | Excellent,Hertz Car Sales Cincinnati,"Loveland, OH"
,Used 2017 Tesla Model X 100D,"70,940 mi.","$32,891",$600 price drop,EV Battery Rating | Excellent,Midwest Motors,"Indianapolis, IN"
,Used 2022 Tesla Model 3 Base,"28,237 mi.","$26,478",$615 price drop,EV Battery Rating | Excellent,Hertz Car Sales Torrance,"Torrance, CA"
,Used 2023 Tesla Model 3 Base,"20,298 mi.","$27,297",,EV Battery Rating | Excellent,Hertz Car Sales Las Vegas,"Las Vegas, NV"
,Used 2022 Tesla Model 3 Long Range,"41,485 mi.","$28,249",$641 price drop,EV Battery Rating | Excellent,Hertz Car Sales Tampa,"Tampa, FL"
,Used 2023 Tesla Model 3 Base,"19,964 mi.","$27,332",,EV Battery Rating | Excellent,Hertz Car Sales Las Vegas,"Las Vegas, NV"
,Used 2022 Tesla Model 3 Base,"82,094 mi.","$22,335",,EV Battery Rating | Excellent,Hertz Car Sales Santa Clara,"Santa Clara, CA"
,Used 2021 Tesla Model X Long Range Plus,"23,382 mi.","$56,880",,EV Battery Rating | Excellent,Landmark Motors,"Bellevue, WA"
,Used 2020 Tesla Model 3 Standard Range Plus,"45,725 mi.","$22,690","$1,709 price drop",EV Battery Rating | Excellent,North Miami Mitsubishi,"Miami, FL"
,Used 2019 Tesla Model 3 Long Range,"59,105 mi.","$26,998",,EV Battery Rating | Excellent,CarMax LAX - Offering Express Pickup and Home Delivery,"Inglewood, CA"
,Used 2019 Tesla Model 3 Long Range,"57,990 mi.","$26,299","$3,701 price drop",EV Battery Rating | Excellent,Dick's Hillsboro Honda,"Hillsboro, OR"
,Used 2022 Tesla Model 3 Long Range,"35,010 mi.","$30,990",,,California Beemers Teslers,"Costa Mesa, CA"
,Used 2016 Tesla Model X P100D,"55,883 mi.","$37,622",,EV Battery Rating | Excellent,Findlay Cadillac Henderson,"Henderson, NV"
,Used 2021 Tesla Model S Plaid,"11,982 mi.","$75,000","$2,500 price drop",EV Battery Rating | Excellent,John Elway Cadillac of Park Meadows,"Lone Tree, CO"
,Used 2022 Tesla Model X Base,"13,269 mi.","$70,943","$1,051 price drop",EV Battery Rating | Excellent,BMW of Loveland,"Loveland, CO"
,Used 2020 Tesla Model X Long Range Plus,"42,686 mi.","$50,850",,EV Battery Rating | Excellent,Valencia BMW,"Valencia, CA"
,Used 2023 Tesla Model S Plaid,"9,256 mi.","$80,945","$2,000 price drop",EV Battery Rating | Excellent,Volkswagen of Murrieta,"Murrieta, CA"
,Used 2022 Tesla Model 3 Long Range,"67,959 mi.","$20,825",,EV Battery Rating | Excellent,Bob Johnson Certified Collection,"Rochester, NY"
,Used 2021 Tesla Model 3 Standard Range Plus,"30,113 mi.","$29,208",,EV Battery Rating | Excellent,AutoNation Toyota Arapahoe,"Centennial, CO"
,Used 2021 Tesla Model 3 Long Range,"29,989 mi.","$29,799",$200 price drop,EV Battery Rating | Excellent,California Motor Trade 3,"Norco, CA"
,Used 2022 Tesla Model X Plaid,"29,093 mi.","$82,986","$2,000 price drop",EV Battery Rating | Excellent,Rick Hendrick Chrysler Dodge Jeep RAM Duluth,"Duluth, GA"
,Used 2019 Tesla Model 3 Long Range,"50,577 mi.","$25,950",$500 price drop,EV Battery Rating | Excellent,Easterns Automotive Group of Sterling- Curbside and Home Delivery Available,"Sterling, VA"
,Used 2022 Tesla Model 3 Long Range,"70,518 mi.","$24,995",,EV Battery Rating | Excellent,Victory Chevrolet of Savannah,"Savannah, MO"
,Used 2021 Tesla Model 3 Standard Range Plus,"41,525 mi.","$26,979","$2,004 price drop",EV Battery Rating | Excellent,Western Motors Merced,"Merced, CA"
,Used 2023 Tesla Model 3 Standard Range,"13,232 mi.","$26,990",,,Bourne's Auto Center,"Easton, MA"
,Used 2021 Tesla Model 3 Long Range,"30,753 mi.","$26,991",,,Michaels Autos,"Orlando, FL"
,Used 2022 Tesla Model 3 Long Range,"55,124 mi.","$25,412",,EV Battery Rating | Excellent,Hertz Car Sales Stockton,"Stockton, CA"
,Used 2021 Tesla Model 3 Standard Range Plus,"19,692 mi.","$25,000",,,Audi Wilmington,"Wilmington, DE"
,Used 2018 Tesla Model 3 Mid Range,"89,625 mi.","$19,999",,EV Battery Rating | Excellent,Mercedes-Benz Sprinter of Hilton Head,"Bluffton, SC"
,Used 2020 Tesla Model 3 Standard Range Plus,"56,311 mi.","$28,998","$1,000 price drop",EV Battery Rating | Excellent,CarMax Newport News - Offering Express Pickup and Home Delivery,"Newport News, VA"
,Used 2022 Tesla Model 3 Base,"27,880 mi.","$25,677",,EV Battery Rating | Excellent,Hertz Car Sales Smithtown,"Smithtown, NY"
,Used 2022 Tesla Model 3 Long Range,"46,774 mi.","$26,704",,EV Battery Rating | Excellent,Hertz Car Sales Smithtown,"Smithtown, NY"
,Used 2023 Tesla Model 3 Performance,"29,000 mi.","$40,000",,,,"Orland Park, IL"
,Used 2022 Tesla Model 3 Long Range,"29,669 mi.","$31,990",,,Abramovich Motors,"Murrieta, CA"
,Used 2018 Tesla Model 3 Long Range,"52,689 mi.","$24,291","$1,334 price drop",EV Battery Rating | Excellent,Karl Malone Ford Park City,"Park City, UT"
,Used 2020 Tesla Model 3 Standard Range Plus,"35,754 mi.","$26,995",,EV Battery Rating | Excellent,Concierge Auto Group,"Glendale, CA"
,Used 2019 Tesla Model 3 Standard Range Plus,"71,195 mi.","$22,473",,,Bill Luke Marana,"Tucson, AZ"
,Used 2021 Tesla Model 3 Standard Range Plus,"28,190 mi.","$27,480",,EV Battery Rating | Excellent,Autos of Dallas Irving,"Irving, TX"
,Used 2018 Tesla Model X 100D,"76,844 mi.","$34,995",,,VIP Auto Sales & Service,"Middletown, OH"
,Used 2014 Tesla Model S Base,"60,707 mi.","$23,499",,EV Battery Rating | Excellent,AutoNation Honda Costa Mesa,"Costa Mesa, CA"
,Used 2021 Tesla Model 3 Standard Range Plus,"19,410 mi.","$33,998",,EV Battery Rating | Excellent,CarMax Buena Park - Offering Express Pickup and Home Delivery,"Buena Park, CA"
,Used 2022 Tesla Model 3 Base,"31,291 mi.","$25,983",,EV Battery Rating | Excellent,Hertz Car Sales Stone Mountain,"Stone Mountain, GA"
,Used 2023 Tesla Model 3 Base,"11,558 mi.","$27,808",,EV Battery Rating | Excellent,Hertz Car Sales Mesquite,"Dallas, TX"
,Used 2022 Tesla Model 3 Long Range,"46,672 mi.","$28,404",,EV Battery Rating | Excellent,Hertz Car Sales Mesquite,"Dallas, TX"
,Used 2020 Tesla Model 3 Standard Range Plus,"55,276 mi.","$24,995",,,Brown & Brown Wholesale,"Mesa, AZ"
,Used 2023 Tesla Model 3 Base,"10,198 mi.","$33,500","$1,025 price drop",EV Battery Rating | Excellent,Subaru of Kings Automall,"Cincinnati, OH"
,Used 2023 Tesla Model 3 Base,"20,444 mi.","$27,283",,EV Battery Rating | Excellent,Hertz Car Sales Norwalk,"Norwalk, CA"
,Used 2022 Tesla Model 3 Base,"25,307 mi.","$27,740",,EV Battery Rating | Excellent,Hertz Car Sales Des Plaines,"Des Plaines, IL"
,Used 2023 Tesla Model 3 Base,"20,154 mi.","$27,312",,EV Battery Rating | Excellent,Hertz Car Sales Norwalk,"Norwalk, CA"
,Used 2023 Tesla Model 3 Base,"20,383 mi.","$27,293",,EV Battery Rating | Excellent,Hertz Car Sales San Diego,"San Diego, CA"
,Used 2022 Tesla Model 3 Long Range,"88,291 mi.","$22,900",,,Nucar Volkswagen of Norwood,"Norwood, MA"
,Used 2022 Tesla Model 3 Base,"18,548 mi.","$26,337",,EV Battery Rating | Excellent,Hertz Car Sales Richmond,"Richmond, VA"
,Used 2022 Tesla Model 3 Base,"26,319 mi.","$25,641",,EV Battery Rating | Excellent,Hertz Car Sales Richmond,"Richmond, VA"
,Used 2021 Tesla Model 3 Standard Range Plus,"76,380 mi.","$24,999",,,Legend Auto Sales Inc,"Burien, WA"
,Used 2022 Tesla Model 3 Standard Range,"71,535 mi.","$24,992",,,Legend Auto Sales Inc,"Burien, WA"
,Used 2022 Tesla Model 3 Base,"32,825 mi.","$25,924",$694 price drop,EV Battery Rating | Excellent,Hertz Car Sales Philadelphia,"Philadelphia, PA"
,Used 2023 Tesla Model 3 Base,"21,080 mi.","$26,626",,,Hertz Car Sales Bonita Springs,"Bonita Springs, FL"
,Used 2022 Tesla Model 3 Base,"29,117 mi.","$27,346",,EV Battery Rating | Excellent,Hertz Car Sales Baltimore,"Nottingham, MD"
,Used 2022 Tesla Model 3 Long Range,"44,380 mi.","$28,720",,,Hertz Car Sales Clearwater,"Clearwater, FL"
,Used 2022 Tesla Model 3 Long Range,"51,335 mi.","$26,925",$606 price drop,EV Battery Rating | Excellent,Hertz Car Sales Bonita Springs,"Bonita Springs, FL"
,Used 2015 Tesla Model S P85D,"50,864 mi.","$27,984","$1,500 price drop",EV Battery Rating | Excellent,Findlay Honda Henderson,"Henderson, NV"
,Used 2021 Tesla Model S Performance Dual Motor All-Wheel Drive,"14,329 mi.","$54,990",,,D & C Motor Company,"Portland, OR"
,Used 2021 Tesla Model 3 Performance,"16,522 mi.",Not Priced,,,North Coast Mitsubishi Bedford,"Bedford, OH"
,Used 2023 Tesla Model 3 Standard Range,"21,524 mi.","$27,973",,,Bill Luke Santan,"Gilbert, AZ"
,Used 2019 Tesla Model 3 Long Range,"50,581 mi.","$24,890","$4,000 price drop",EV Battery Rating | Excellent,Lee Johnson Mazda of Seattle,"Seattle, WA"
,Used 2021 Tesla Model 3 Standard Range Plus,"19,233 mi.","$31,998",,EV Battery Rating | Excellent,CarMax Arlington/Ft. Worth - Offering Express Pickup and Home Delivery,"Fort Worth, TX"
,Used 2023 Tesla Model 3 Standard Range,"23,588 mi.","$29,390",,,ALM Kia South,"Union City, GA"
,Used 2021 Tesla Model 3 Long Range,"35,314 mi.","$29,997","$1,000 price drop",EV Battery Rating | Excellent,Roberts Auto Sales,"Modesto, CA"
,Used 2018 Tesla Model 3 Long Range,"79,716 mi.","$20,995",,EV Battery Rating | Excellent,Silver Lining Motors,"Kansas City, MO"
,Used 2020 Tesla Model 3 Standard Range Plus,"60,052 mi.","$22,998",,EV Battery Rating | Excellent,Leskovar Mitsubishi,"Kennewick, WA"
,Used 2021 Tesla Model 3 Long Range,"37,781 mi.","$28,998",,EV Battery Rating | Excellent,Leskovar Mitsubishi,"Kennewick, WA"
,Used 2022 Tesla Model 3 Long Range,"112,286 mi.","$20,998",,EV Battery Rating | Excellent,Leskovar Mitsubishi,"Kennewick, WA"
,Used 2016 Tesla Model S 75D,"131,873 mi.","$24,999","$1,000 price drop",EV Battery Rating | Excellent,Metro Auto Sales,"Lino Lakes, MN"
,Used 2022 Tesla Model 3 Base,"13,000 mi.","$30,990",,,,"Alhambra, CA"
,Used 2022 Tesla Model 3 Long Range,"53,382 mi.",Not Priced,,EV Battery Rating | Excellent,LA City Cars,"Inglewood, CA"
,Used 2018 Tesla Model 3 Long Range,"91,788 mi.","$20,899",,,Auto Merchants Inc.,"Plano, TX"
,Used 2023 Tesla Model 3 Performance,"8,222 mi.","$43,547","$1,016 price drop",EV Battery Rating | Excellent,Gebhardt BMW,"Boulder, CO"
,Used 2022 Tesla Model 3 Long Range,"45,331 mi.",Not Priced,,EV Battery Rating | Excellent,LA City Cars,"Inglewood, CA"
,Used 2023 Tesla Model 3 Base,"16,473 mi.","$28,469","$1,519 price drop",EV Battery Rating | Excellent,Cella Ford,"New Bern, NC"
,Used 2022 Tesla Model 3 Base,"56,416 mi.","$23,500",,EV Battery Rating | Excellent,Kalidy Kia,"Edmond, OK"
,Used 2022 Tesla Model 3 Long Range,"57,178 mi.","$25,490",,EV Battery Rating | Excellent,Ray Skillman Hyundai of Avon,"Avon, IN"
,Used 2022 Tesla Model 3 Long Range,"4,356 mi.","$33,998",,EV Battery Rating | Excellent,Import Auto Sales,"Golden Valley, MN"
,Used 2018 Tesla Model 3 Long Range,"74,341 mi.","$19,998",,EV Battery Rating | Excellent,Price Pro,"Maumee, OH"
,Used 2020 Tesla Model 3 Performance,"18,096 mi.","$36,888",,,,"Manhattan Beach, CA"
,Used 2022 Tesla Model X Dual Motor All-Wheel Drive,"12,462 mi.","$74,900",,EV Battery Rating | Excellent,Lenoir City Ford,"Lenoir City, TN"
,New 2023 Tesla Model 3 Long Range Dual Motor All-Wheel Drive,,"$44,320",,,Tesla,"Upland, CA"
,Used 2023 Tesla Model 3 Base,"21,726 mi.","$26,999","$1,000 price drop",EV Battery Rating | Excellent,Hanna Cars,"Bradenton, FL"
,Used 2015 Tesla Model S P85D,"82,856 mi.","$23,789",,EV Battery Rating | Excellent,Auto Kings,"Bend, OR"
,Used 2020 Tesla Model 3 Standard Range Plus,"46,222 mi.","$22,977",,EV Battery Rating | Excellent,Lease Return Center,"Triangle, VA"
,Used 2021 Tesla Model X Long Range Plus,"59,587 mi.","$47,999",,EV Battery Rating | Excellent,OC Chief Auto,"Newport Beach, CA"
,Used 2023 Tesla Model 3 Base,"24,453 mi.","$26,882","$1,159 price drop",EV Battery Rating | Excellent,Hertz Car Sales San Diego,"San Diego, CA"
,New 2023 Tesla Model 3 Long Range Dual Motor All-Wheel Drive,,"$45,670",,,Tesla,"Santa Barbara, CA"
,Used 2017 Tesla Model S 100D,"53,288 mi.","$31,989",,EV Battery Rating | Good,MAC HAIK DODGE CHRYSLER JEEP RAM,"Houston, TX"
,Used 2016 Tesla Model X 90D,"68,192 mi.","$37,818",$382 price drop,EV Battery Rating | Excellent,Tonkin Gladstone Hyundai,"Gladstone, OR"
,Used 2023 Tesla Model 3 Base,"24,339 mi.","$26,999","$1,000 price drop",EV Battery Rating | Excellent,Hanna Cars,"Bradenton, FL"
,Used 2020 Tesla Model 3 Long Range,"53,954 mi.","$26,985",,EV Battery Rating | Excellent,Star Motor Sales,"Downers Grove, IL"
,New 2023 Tesla Model 3 Rear-Wheel Drive,,"$36,440",,,Tesla,"Stockton, CA"
,Used 2020 Tesla Model 3 Long Range,"32,524 mi.","$28,500",,EV Battery Rating | Excellent,National Motors of Ellicott City,"Ellicott City, MD"
,Used 2013 Tesla Model S Performance,"87,500 mi.","$15,000",,,,"Dover, DE"
,Used 2023 Tesla Model 3 Base,"25,795 mi.","$26,781",,EV Battery Rating | Excellent,Hertz Car Sales Stockton,"Stockton, CA"
,Used 2019 Tesla Model S 100D,"17,311 mi.","$46,998","$2,000 price drop",EV Battery Rating | Excellent,CarMax Murrieta - Offering Express Pickup and Home Delivery,"Murrieta, CA"
,Used 2023 Tesla Model 3 Base,"20,534 mi.","$27,144","$1,157 price drop",EV Battery Rating | Excellent,Hertz Car Sales Oklahoma City,"Warr Acres, OK"
,Used 2022 Tesla Model 3 Base,"47,181 mi.","$24,499",$500 price drop,EV Battery Rating | Excellent,Hanna Cars,"Bradenton, FL"
,New 2023 Tesla Model 3 Long Range Dual Motor All-Wheel Drive,,"$46,120",,,Tesla,"Scottsdale, AZ"
,Used 2022 Tesla Model 3 Long Range,"118,031 mi.","$20,997",,EV Battery Rating | Excellent,ICARS of Orlando,"Ocoee, FL"
,Used 2022 Tesla Model 3 Long Range,"117,976 mi.","$20,997",,EV Battery Rating | Excellent,ICARS of Orlando,"Ocoee, FL"
,New 2023 Tesla Model 3 Long Range Dual Motor All-Wheel Drive,,"$45,670",,,Tesla,"Reno, NV"
,Used 2019 Tesla Model 3 Long Range,"40,830 mi.","$23,850",,,,"Bow, NH"
,Used 2023 Tesla Model 3 Base,"16,550 mi.","$28,900",,EV Battery Rating | Excellent,B & M Auto Sales,"Oak Forest, IL"
,Used 2020 Tesla Model 3 Standard Range Plus,"46,222 mi.","$22,977",,EV Battery Rating | Excellent,Lease Return Center,"Triangle, VA"
,Used 2017 Tesla Model S 100D,"53,288 mi.","$31,989",,EV Battery Rating | Good,MAC HAIK DODGE CHRYSLER JEEP RAM,"Houston, TX"
,Used 2021 Tesla Model X Long Range Plus,"59,587 mi.","$47,999",,EV Battery Rating | Excellent,OC Chief Auto,"Newport Beach, CA"
,Used 2021 Tesla Model 3 Long Range,"24,927 mi.","$25,999",,EV Battery Rating | Excellent,Premier Automotive,"Dumfries, VA"
,Used 2016 Tesla Model X 90D,"64,700 mi.","$33,500",,EV Battery Rating | Excellent,,"Montgomery Village, MD"
